year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,PercentageWon,PartyWon
2012,Kansas,KS,McPherson,20113,President,Barack Obama,democrat,3449,12297,0.280474913,Republican
2012,Kansas,KS,McPherson,20113,President,Mitt Romney,republican,8545,12297,0.694884931,Republican
2012,Kansas,KS,McPherson,20113,President,Other,NA,303,12297,0.024640156,Republican
2012,Kansas,KS,Marion,20115,President,Barack Obama,democrat,1385,5409,0.256054724,Republican
2012,Kansas,KS,Marion,20115,President,Mitt Romney,republican,3889,5409,0.718986874,Republican
2012,Kansas,KS,Marion,20115,President,Other,NA,135,5409,0.024958403,Republican
2012,Kansas,KS,Marshall,20117,President,Barack Obama,democrat,1469,4773,0.307772889,Republican
2012,Kansas,KS,Marshall,20117,President,Mitt Romney,republican,3195,4773,0.669390321,Republican
2012,Kansas,KS,Marshall,20117,President,Other,NA,109,4773,0.02283679,Republican
2012,Kansas,KS,Meade,20119,President,Barack Obama,democrat,258,1709,0.150965477,Republican
2012,Kansas,KS,Meade,20119,President,Mitt Romney,republican,1428,1709,0.83557636,Republican
2012,Kansas,KS,Meade,20119,President,Other,NA,23,1709,0.013458163,Republican
2012,Kansas,KS,Miami,20121,President,Barack Obama,democrat,4712,14856,0.317178244,Republican
2012,Kansas,KS,Miami,20121,President,Mitt Romney,republican,9858,14856,0.663570275,Republican
2012,Kansas,KS,Miami,20121,President,Other,NA,286,14856,0.019251481,Republican
2012,Kansas,KS,Mitchell,20123,President,Barack Obama,democrat,584,2965,0.196964587,Republican
2012,Kansas,KS,Mitchell,20123,President,Mitt Romney,republican,2327,2965,0.784822934,Republican
2012,Kansas,KS,Mitchell,20123,President,Other,NA,54,2965,0.018212479,Republican
2012,Kansas,KS,Montgomery,20125,President,Barack Obama,democrat,3501,12417,0.281952162,Republican
2012,Kansas,KS,Montgomery,20125,President,Mitt Romney,republican,8630,12417,0.695014899,Republican
2012,Kansas,KS,Montgomery,20125,President,Other,NA,286,12417,0.023032939,Republican
2012,Kansas,KS,Morris,20127,President,Barack Obama,democrat,718,2562,0.280249805,Republican
2012,Kansas,KS,Morris,20127,President,Mitt Romney,republican,1773,2562,0.692037471,Republican
2012,Kansas,KS,Morris,20127,President,Other,NA,71,2562,0.027712724,Republican
2012,Kansas,KS,Morton,20129,President,Barack Obama,democrat,189,1278,0.147887324,Republican
2012,Kansas,KS,Morton,20129,President,Mitt Romney,republican,1072,1278,0.838810642,Republican
2012,Kansas,KS,Morton,20129,President,Other,NA,17,1278,0.013302034,Republican
2012,Kansas,KS,Nemaha,20131,President,Barack Obama,democrat,1000,5026,0.19896538,Republican
2012,Kansas,KS,Nemaha,20131,President,Mitt Romney,republican,3930,5026,0.781933943,Republican
2012,Kansas,KS,Nemaha,20131,President,Other,NA,96,5026,0.019100676,Republican
2012,Kansas,KS,Neosho,20133,President,Barack Obama,democrat,2050,6480,0.316358025,Republican
2012,Kansas,KS,Neosho,20133,President,Mitt Romney,republican,4272,6480,0.659259259,Republican
2012,Kansas,KS,Neosho,20133,President,Other,NA,158,6480,0.024382716,Republican
2012,Kansas,KS,Ness,20135,President,Barack Obama,democrat,218,1444,0.150969529,Republican
2012,Kansas,KS,Ness,20135,President,Mitt Romney,republican,1209,1444,0.837257618,Republican
2012,Kansas,KS,Ness,20135,President,Other,NA,17,1444,0.011772853,Republican
2012,Kansas,KS,Norton,20137,President,Barack Obama,democrat,398,2325,0.171182796,Republican
2012,Kansas,KS,Norton,20137,President,Mitt Romney,republican,1878,2325,0.807741935,Republican
2012,Kansas,KS,Norton,20137,President,Other,NA,49,2325,0.021075269,Republican
2012,Kansas,KS,Osage,20139,President,Barack Obama,democrat,2268,6906,0.328410078,Republican
2012,Kansas,KS,Osage,20139,President,Mitt Romney,republican,4427,6906,0.64103678,Republican
2012,Kansas,KS,Osage,20139,President,Other,NA,211,6906,0.030553142,Republican
2012,Kansas,KS,Osborne,20141,President,Barack Obama,democrat,324,1838,0.176278564,Republican
2012,Kansas,KS,Osborne,20141,President,Mitt Romney,republican,1479,1838,0.804678999,Republican
2012,Kansas,KS,Osborne,20141,President,Other,NA,35,1838,0.019042437,Republican
2012,Kansas,KS,Ottawa,20143,President,Barack Obama,democrat,558,2933,0.190248892,Republican
2012,Kansas,KS,Ottawa,20143,President,Mitt Romney,republican,2295,2933,0.782475281,Republican
2012,Kansas,KS,Ottawa,20143,President,Other,NA,80,2933,0.027275827,Republican
2012,Kansas,KS,Pawnee,20145,President,Barack Obama,democrat,718,2608,0.275306748,Republican
2012,Kansas,KS,Pawnee,20145,President,Mitt Romney,republican,1836,2608,0.70398773,Republican
2012,Kansas,KS,Pawnee,20145,President,Other,NA,54,2608,0.020705521,Republican
2012,Kansas,KS,Phillips,20147,President,Barack Obama,democrat,382,2565,0.148927875,Republican
2012,Kansas,KS,Phillips,20147,President,Mitt Romney,republican,2135,2565,0.832358674,Republican
2012,Kansas,KS,Phillips,20147,President,Other,NA,48,2565,0.01871345,Republican
2012,Kansas,KS,Pottawatomie,20149,President,Barack Obama,democrat,2335,9479,0.246334001,Republican
2012,Kansas,KS,Pottawatomie,20149,President,Mitt Romney,republican,6804,9479,0.717797236,Republican
2012,Kansas,KS,Pottawatomie,20149,President,Other,NA,340,9479,0.035868763,Republican
2012,Kansas,KS,Pratt,20151,President,Barack Obama,democrat,980,3801,0.257826888,Republican
2012,Kansas,KS,Pratt,20151,President,Mitt Romney,republican,2771,3801,0.729018679,Republican
2012,Kansas,KS,Pratt,20151,President,Other,NA,50,3801,0.013154433,Republican
2012,Kansas,KS,Rawlins,20153,President,Barack Obama,democrat,190,1444,0.131578947,Republican
2012,Kansas,KS,Rawlins,20153,President,Mitt Romney,republican,1223,1444,0.846952909,Republican
2012,Kansas,KS,Rawlins,20153,President,Other,NA,31,1444,0.021468144,Republican
2012,Kansas,KS,Reno,20155,President,Barack Obama,democrat,8085,24422,0.331053968,Republican
2012,Kansas,KS,Reno,20155,President,Mitt Romney,republican,15718,24422,0.643600033,Republican
2012,Kansas,KS,Reno,20155,President,Other,NA,619,24422,0.025346,Republican
2012,Kansas,KS,Republic,20157,President,Barack Obama,democrat,477,2686,0.177587491,Republican
2012,Kansas,KS,Republic,20157,President,Mitt Romney,republican,2134,2686,0.794489948,Republican
2012,Kansas,KS,Republic,20157,President,Other,NA,75,2686,0.027922561,Republican
2012,Kansas,KS,Rice,20159,President,Barack Obama,democrat,911,3681,0.247487096,Republican
2012,Kansas,KS,Rice,20159,President,Mitt Romney,republican,2676,3681,0.726976365,Republican
2012,Kansas,KS,Rice,20159,President,Other,NA,94,3681,0.025536539,Republican
2012,Kansas,KS,Riley,20161,President,Barack Obama,democrat,8977,21101,0.425430074,Republican
2012,Kansas,KS,Riley,20161,President,Mitt Romney,republican,11507,21101,0.545329605,Republican
2012,Kansas,KS,Riley,20161,President,Other,NA,617,21101,0.02924032,Republican
2012,Kansas,KS,Rooks,20163,President,Barack Obama,democrat,361,2460,0.146747967,Republican
2012,Kansas,KS,Rooks,20163,President,Mitt Romney,republican,2038,2460,0.828455285,Republican
2012,Kansas,KS,Rooks,20163,President,Other,NA,61,2460,0.024796748,Republican
2012,Kansas,KS,Rush,20165,President,Barack Obama,democrat,367,1570,0.233757962,Republican
2012,Kansas,KS,Rush,20165,President,Mitt Romney,republican,1166,1570,0.742675159,Republican
2012,Kansas,KS,Rush,20165,President,Other,NA,37,1570,0.023566879,Republican
2012,Kansas,KS,Russell,20167,President,Barack Obama,democrat,593,3200,0.1853125,Republican
2012,Kansas,KS,Russell,20167,President,Mitt Romney,republican,2553,3200,0.7978125,Republican
2012,Kansas,KS,Russell,20167,President,Other,NA,54,3200,0.016875,Republican
2012,Kansas,KS,Saline,20169,President,Barack Obama,democrat,7040,21496,0.327502791,Republican
2012,Kansas,KS,Saline,20169,President,Mitt Romney,republican,13840,21496,0.643840715,Republican
2012,Kansas,KS,Saline,20169,President,Other,NA,616,21496,0.028656494,Republican
2012,Kansas,KS,Scott,20171,President,Barack Obama,democrat,277,2052,0.134990253,Republican
2012,Kansas,KS,Scott,20171,President,Mitt Romney,republican,1728,2052,0.842105263,Republican
2012,Kansas,KS,Scott,20171,President,Other,NA,47,2052,0.022904483,Republican
2012,Kansas,KS,Sedgwick,20173,President,Barack Obama,democrat,71977,182895,0.393542743,Republican
2012,Kansas,KS,Sedgwick,20173,President,Mitt Romney,republican,106506,182895,0.582334126,Republican
2012,Kansas,KS,Sedgwick,20173,President,Other,NA,4412,182895,0.024123131,Republican
2012,Kansas,KS,Seward,20175,President,Barack Obama,democrat,1490,5176,0.287867079,Republican
2012,Kansas,KS,Seward,20175,President,Mitt Romney,republican,3617,5176,0.698802164,Republican
2012,Kansas,KS,Seward,20175,President,Other,NA,69,5176,0.013330757,Republican
2012,Kansas,KS,Shawnee,20177,President,Barack Obama,democrat,36975,76508,0.483282794,Republican
2012,Kansas,KS,Shawnee,20177,President,Mitt Romney,republican,37782,76508,0.493830711,Republican
2012,Kansas,KS,Shawnee,20177,President,Other,NA,1751,76508,0.022886496,Republican
2012,Kansas,KS,Sheridan,20179,President,Barack Obama,democrat,168,1342,0.125186289,Republican
2012,Kansas,KS,Sheridan,20179,President,Mitt Romney,republican,1154,1342,0.859910581,Republican
2012,Kansas,KS,Sheridan,20179,President,Other,NA,20,1342,0.01490313,Republican
2012,Kansas,KS,Sherman,20181,President,Barack Obama,democrat,577,2623,0.219977125,Republican
2012,Kansas,KS,Sherman,20181,President,Mitt Romney,republican,1976,2623,0.753335875,Republican
2012,Kansas,KS,Sherman,20181,President,Other,NA,70,2623,0.026687,Republican
2012,Kansas,KS,Smith,20183,President,Barack Obama,democrat,358,2023,0.176964904,Republican
2012,Kansas,KS,Smith,20183,President,Mitt Romney,republican,1624,2023,0.802768166,Republican
2012,Kansas,KS,Smith,20183,President,Other,NA,41,2023,0.02026693,Republican
2012,Kansas,KS,Stafford,20185,President,Barack Obama,democrat,404,1839,0.219684611,Republican
2012,Kansas,KS,Stafford,20185,President,Mitt Romney,republican,1385,1839,0.753126699,Republican
2012,Kansas,KS,Stafford,20185,President,Other,NA,50,1839,0.02718869,Republican
2012,Kansas,KS,Stanton,20187,President,Barack Obama,democrat,143,759,0.188405797,Republican
2012,Kansas,KS,Stanton,20187,President,Mitt Romney,republican,605,759,0.797101449,Republican
2012,Kansas,KS,Stanton,20187,President,Other,NA,11,759,0.014492754,Republican
2012,Kansas,KS,Stevens,20189,President,Barack Obama,democrat,252,2034,0.123893805,Republican
2012,Kansas,KS,Stevens,20189,President,Mitt Romney,republican,1749,2034,0.859882006,Republican
2012,Kansas,KS,Stevens,20189,President,Other,NA,33,2034,0.016224189,Republican
2012,Kansas,KS,Sumner,20191,President,Barack Obama,democrat,2658,9141,0.290777814,Republican
2012,Kansas,KS,Sumner,20191,President,Mitt Romney,republican,6260,9141,0.684826605,Republican
2012,Kansas,KS,Sumner,20191,President,Other,NA,223,9141,0.02439558,Republican
2012,Kansas,KS,Thomas,20193,President,Barack Obama,democrat,598,3474,0.172135866,Republican
2012,Kansas,KS,Thomas,20193,President,Mitt Romney,republican,2788,3474,0.802533103,Republican
2012,Kansas,KS,Thomas,20193,President,Other,NA,88,3474,0.025331031,Republican
2012,Kansas,KS,Trego,20195,President,Barack Obama,democrat,291,1579,0.184293857,Republican
2012,Kansas,KS,Trego,20195,President,Mitt Romney,republican,1261,1579,0.798606713,Republican
2012,Kansas,KS,Trego,20195,President,Other,NA,27,1579,0.01709943,Republican
2012,Kansas,KS,Wabaunsee,20197,President,Barack Obama,democrat,918,3267,0.280991736,Republican
2012,Kansas,KS,Wabaunsee,20197,President,Mitt Romney,republican,2256,3267,0.690541781,Republican
2012,Kansas,KS,Wabaunsee,20197,President,Other,NA,93,3267,0.028466483,Republican
2012,Kansas,KS,Wallace,20199,President,Barack Obama,democrat,68,798,0.085213033,Republican
2012,Kansas,KS,Wallace,20199,President,Mitt Romney,republican,719,798,0.901002506,Republican
2012,Kansas,KS,Wallace,20199,President,Other,NA,11,798,0.013784461,Republican
2012,Kansas,KS,Washington,20201,President,Barack Obama,democrat,524,2889,0.181377639,Republican
2012,Kansas,KS,Washington,20201,President,Mitt Romney,republican,2316,2889,0.801661475,Republican
2012,Kansas,KS,Washington,20201,President,Other,NA,49,2889,0.016960886,Republican
2012,Kansas,KS,Wichita,20203,President,Barack Obama,democrat,157,987,0.159067882,Republican
2012,Kansas,KS,Wichita,20203,President,Mitt Romney,republican,821,987,0.831813576,Republican
2012,Kansas,KS,Wichita,20203,President,Other,NA,9,987,0.009118541,Republican
2012,Kansas,KS,Wilson,20205,President,Barack Obama,democrat,818,3717,0.220069949,Republican
2012,Kansas,KS,Wilson,20205,President,Mitt Romney,republican,2825,3717,0.760021523,Republican
2012,Kansas,KS,Wilson,20205,President,Other,NA,74,3717,0.019908528,Republican
2012,Kansas,KS,Woodson,20207,President,Barack Obama,democrat,380,1447,0.262612301,Republican
2012,Kansas,KS,Woodson,20207,President,Mitt Romney,republican,1035,1447,0.715272979,Republican
2012,Kansas,KS,Woodson,20207,President,Other,NA,32,1447,0.02211472,Republican
2012,Kansas,KS,Wyandotte,20209,President,Barack Obama,democrat,34302,50738,0.676061335,Democrat
2012,Kansas,KS,Wyandotte,20209,President,Mitt Romney,republican,15496,50738,0.305412117,Democrat
2012,Kansas,KS,Wyandotte,20209,President,Other,NA,940,50738,0.018526548,Democrat
2012,Kentucky,KY,Adair,21001,President,Barack Obama,democrat,1660,7600,0.218421053,Republican
2012,Kentucky,KY,Adair,21001,President,Mitt Romney,republican,5841,7600,0.768552632,Republican
2012,Kentucky,KY,Adair,21001,President,Other,NA,99,7600,0.013026316,Republican
2012,Kentucky,KY,Allen,21003,President,Barack Obama,democrat,1808,7100,0.254647887,Republican
2012,Kentucky,KY,Allen,21003,President,Mitt Romney,republican,5184,7100,0.730140845,Republican
2012,Kentucky,KY,Allen,21003,President,Other,NA,108,7100,0.015211268,Republican
2012,Kentucky,KY,Anderson,21005,President,Barack Obama,democrat,3315,10320,0.32122093,Republican
2012,Kentucky,KY,Anderson,21005,President,Mitt Romney,republican,6822,10320,0.661046512,Republican
2012,Kentucky,KY,Anderson,21005,President,Other,NA,183,10320,0.017732558,Republican
2012,Kentucky,KY,Ballard,21007,President,Barack Obama,democrat,1189,3895,0.305263158,Republican
2012,Kentucky,KY,Ballard,21007,President,Mitt Romney,republican,2647,3895,0.679589217,Republican
2012,Kentucky,KY,Ballard,21007,President,Other,NA,59,3895,0.015147625,Republican
2012,Kentucky,KY,Barren,21009,President,Barack Obama,democrat,5400,16568,0.325929503,Republican
2012,Kentucky,KY,Barren,21009,President,Mitt Romney,republican,10922,16568,0.659222598,Republican
2012,Kentucky,KY,Barren,21009,President,Other,NA,246,16568,0.0148479,Republican
2012,Kentucky,KY,Bath,21011,President,Barack Obama,democrat,1770,4122,0.429403202,Republican
2012,Kentucky,KY,Bath,21011,President,Mitt Romney,republican,2275,4122,0.551916545,Republican
2012,Kentucky,KY,Bath,21011,President,Other,NA,77,4122,0.018680252,Republican
2012,Kentucky,KY,Bell,21013,President,Barack Obama,democrat,2224,9482,0.234549673,Republican
2012,Kentucky,KY,Bell,21013,President,Mitt Romney,republican,7127,9482,0.751634676,Republican
2012,Kentucky,KY,Bell,21013,President,Other,NA,131,9482,0.013815651,Republican
2012,Kentucky,KY,Boone,21015,President,Barack Obama,democrat,15629,52511,0.297632877,Republican
2012,Kentucky,KY,Boone,21015,President,Mitt Romney,republican,35922,52511,0.684085239,Republican
2012,Kentucky,KY,Boone,21015,President,Other,NA,960,52511,0.018281884,Republican
2012,Kentucky,KY,Bourbon,21017,President,Barack Obama,democrat,3075,7923,0.388110564,Republican
2012,Kentucky,KY,Bourbon,21017,President,Mitt Romney,republican,4692,7923,0.592199924,Republican
2012,Kentucky,KY,Bourbon,21017,President,Other,NA,156,7923,0.019689512,Republican
2012,Kentucky,KY,Boyd,21019,President,Barack Obama,democrat,7776,19049,0.408210405,Republican
2012,Kentucky,KY,Boyd,21019,President,Mitt Romney,republican,10884,19049,0.571368576,Republican
2012,Kentucky,KY,Boyd,21019,President,Other,NA,389,19049,0.020421019,Republican
2012,Kentucky,KY,Boyle,21021,President,Barack Obama,democrat,4471,12373,0.36135133,Republican
2012,Kentucky,KY,Boyle,21021,President,Mitt Romney,republican,7703,12373,0.622565263,Republican
2012,Kentucky,KY,Boyle,21021,President,Other,NA,199,12373,0.016083407,Republican
2012,Kentucky,KY,Bracken,21023,President,Barack Obama,democrat,1147,3232,0.354888614,Republican
2012,Kentucky,KY,Bracken,21023,President,Mitt Romney,republican,2029,3232,0.627784653,Republican
2012,Kentucky,KY,Bracken,21023,President,Other,NA,56,3232,0.017326733,Republican
2012,Kentucky,KY,Breathitt,21025,President,Barack Obama,democrat,1562,5008,0.311900958,Republican
2012,Kentucky,KY,Breathitt,21025,President,Mitt Romney,republican,3318,5008,0.662539936,Republican
2012,Kentucky,KY,Breathitt,21025,President,Other,NA,128,5008,0.025559105,Republican
2012,Kentucky,KY,Breckinridge,21027,President,Barack Obama,democrat,2825,7969,0.354498682,Republican
2012,Kentucky,KY,Breckinridge,21027,President,Mitt Romney,republican,5025,7969,0.630568453,Republican
2012,Kentucky,KY,Breckinridge,21027,President,Other,NA,119,7969,0.014932865,Republican
2012,Kentucky,KY,Bullitt,21029,President,Barack Obama,democrat,9971,31779,0.31376066,Republican
2012,Kentucky,KY,Bullitt,21029,President,Mitt Romney,republican,21306,31779,0.670442745,Republican
2012,Kentucky,KY,Bullitt,21029,President,Other,NA,502,31779,0.015796595,Republican
2012,Kentucky,KY,Butler,21031,President,Barack Obama,democrat,1293,5060,0.255533597,Republican
2012,Kentucky,KY,Butler,21031,President,Mitt Romney,republican,3716,5060,0.734387352,Republican
2012,Kentucky,KY,Butler,21031,President,Other,NA,51,5060,0.010079051,Republican
2012,Kentucky,KY,Caldwell,21033,President,Barack Obama,democrat,1852,5860,0.316040956,Republican
2012,Kentucky,KY,Caldwell,21033,President,Mitt Romney,republican,3904,5860,0.666211604,Republican
2012,Kentucky,KY,Caldwell,21033,President,Other,NA,104,5860,0.01774744,Republican
2012,Kentucky,KY,Calloway,21035,President,Barack Obama,democrat,5317,15072,0.352773355,Republican
2012,Kentucky,KY,Calloway,21035,President,Mitt Romney,republican,9440,15072,0.626326964,Republican
